FIPS,State,County,% Uninsured
48295,Texas,Lipscomb,22
48297,Texas,Live Oak,21
48299,Texas,Llano,20
48301,Texas,Loving,2
48303,Texas,Lubbock,16
48305,Texas,Lynn,17
48307,Texas,McCulloch,22
48309,Texas,McLennan,19
48311,Texas,McMullen,16
48313,Texas,Madison,24
48315,Texas,Marion,17
48317,Texas,Martin,21
48319,Texas,Mason,24
48321,Texas,Matagorda,22
48323,Texas,Maverick,26
48325,Texas,Medina,17
48327,Texas,Menard,26
48329,Texas,Midland,19
48331,Texas,Milam,19
48333,Texas,Mills,22
48335,Texas,Mitchell,17
48337,Texas,Montague,21
48339,Texas,Montgomery,15
48341,Texas,Moore,26
48343,Texas,Morris,17
48345,Texas,Motley,16
48347,Texas,Nacogdoches,19
48349,Texas,Navarro,19
48351,Texas,Newton,20
48353,Texas,Nolan,19
48355,Texas,Nueces,19
48357,Texas,Ochiltree,28
48359,Texas,Oldham,16
48361,Texas,Orange,15
48363,Texas,Palo Pinto,21
48365,Texas,Panola,18
48367,Texas,Parker,16
48369,Texas,Parmer,24
48371,Texas,Pecos,22
48373,Texas,Polk,19
48375,Texas,Potter,23
48377,Texas,Presidio,34
48379,Texas,Rains,22
48381,Texas,Randall,13
48383,Texas,Reagan,21
48385,Texas,Real,21
48387,Texas,Red River,19
48389,Texas,Reeves,22
48391,Texas,Refugio,19
48393,Texas,Roberts,12
48395,Texas,Robertson,17
48397,Texas,Rockwall,11
48399,Texas,Runnels,21
48401,Texas,Rusk,19
48403,Texas,Sabine,19
48405,Texas,San Augustine,20
48407,Texas,San Jacinto,20
48409,Texas,San Patricio,19
48411,Texas,San Saba,27
48413,Texas,Schleicher,23
48415,Texas,Scurry,21
48417,Texas,Shackelford,21
48419,Texas,Shelby,22
48421,Texas,Sherman,27
48423,Texas,Smith,19
48425,Texas,Somervell,16
48427,Texas,Starr,25
48429,Texas,Stephens,21
48431,Texas,Sterling,14
48433,Texas,Stonewall,16
48435,Texas,Sutton,21
48437,Texas,Swisher,28
48439,Texas,Tarrant,18
48441,Texas,Taylor,19
48443,Texas,Terrell,19
48445,Texas,Terry,24
48447,Texas,Throckmorton,19
48449,Texas,Titus,24
48451,Texas,Tom Green,18
48453,Texas,Travis,13
48455,Texas,Trinity,18
48457,Texas,Tyler,19
48459,Texas,Upshur,17
48461,Texas,Upton,20
48463,Texas,Uvalde,23
48465,Texas,Val Verde,21
48467,Texas,Van Zandt,19
48469,Texas,Victoria,19
48471,Texas,Walker,19
48473,Texas,Waller,18
48475,Texas,Ward,23
48477,Texas,Washington,16
48479,Texas,Webb,27
48481,Texas,Wharton,21
48483,Texas,Wheeler,26
48485,Texas,Wichita,17
48487,Texas,Wilbarger,21
48489,Texas,Willacy,22
48491,Texas,Williamson,10
48493,Texas,Wilson,15
48495,Texas,Winkler,20
48497,Texas,Wise,18
48499,Texas,Wood,20
48501,Texas,Yoakum,27
48503,Texas,Young,21
48505,Texas,Zapata,24
48507,Texas,Zavala,17
49000,Utah,,9
49001,Utah,Beaver,12
49003,Utah,Box Elder,8
49005,Utah,Cache,8
49007,Utah,Carbon,9
49009,Utah,Daggett,7
49011,Utah,Davis,6
49013,Utah,Duchesne,11
49015,Utah,Emery,10
49017,Utah,Garfield,11
49019,Utah,Grand,13
49021,Utah,Iron,11
49023,Utah,Juab,10
49025,Utah,Kane,10
49027,Utah,Millard,12
49029,Utah,Morgan,6
49031,Utah,Piute,12
49033,Utah,Rich,11
49035,Utah,Salt Lake,10
49037,Utah,San Juan,14
49039,Utah,Sanpete,11
49041,Utah,Sevier,12
49043,Utah,Summit,9
49045,Utah,Tooele,8
49047,Utah,Uintah,12
49049,Utah,Utah,8
49051,Utah,Wasatch,8
49053,Utah,Washington,12
49055,Utah,Wayne,15
49057,Utah,Weber,9
50000,Vermont,,5
50001,Vermont,Addison,4
50003,Vermont,Bennington,5
50005,Vermont,Caledonia,5
50007,Vermont,Chittenden,4
50009,Vermont,Essex,5
50011,Vermont,Franklin,5
50013,Vermont,Grand Isle,5
50015,Vermont,Lamoille,6
50017,Vermont,Orange,5
50019,Vermont,Orleans,5
50021,Vermont,Rutland,5
50023,Vermont,Washington,5
50025,Vermont,Windham,5
50027,Vermont,Windsor,5
51000,Virginia,,8
51001,Virginia,Accomack,11
51003,Virginia,Albemarle,7
51005,Virginia,Alleghany,6
51007,Virginia,Amelia,10
51009,Virginia,Amherst,8
51011,Virginia,Appomattox,9
51013,Virginia,Arlington,5
51015,Virginia,Augusta,7
51017,Virginia,Bath,7
51019,Virginia,Bedford,8
51021,Virginia,Bland,7
51023,Virginia,Botetourt,5
51025,Virginia,Brunswick,9
51027,Virginia,Buchanan,10
51029,Virginia,Buckingham,10
51031,Virginia,Campbell,7
51033,Virginia,Caroline,8
51035,Virginia,Carroll,10
51036,Virginia,Charles City,11
51037,Virginia,Charlotte,9
51041,Virginia,Chesterfield,7
51043,Virginia,Clarke,8
51045,Virginia,Craig,8
51047,Virginia,Culpeper,9
51049,Virginia,Cumberland,8
51051,Virginia,Dickenson,8
51053,Virginia,Dinwiddie,7
51057,Virginia,Essex,10
51059,Virginia,Fairfax,8
51061,Virginia,Fauquier,7
51063,Virginia,Floyd,8
51065,Virginia,Fluvanna,6
51067,Virginia,Franklin,8
51069,Virginia,Frederick,8
51071,Virginia,Giles,7
51073,Virginia,Gloucester,8
51075,Virginia,Goochland,4
51077,Virginia,Grayson,7
51079,Virginia,Greene,9
51081,Virginia,Greensville,6
51083,Virginia,Halifax,9
51085,Virginia,Hanover,6
51087,Virginia,Henrico,7
51089,Virginia,Henry,8
51091,Virginia,Highland,8
51093,Virginia,Isle of Wight,6
51095,Virginia,James City,6
51097,Virginia,King and Queen,9
51099,Virginia,King George,6
51101,Virginia,King William,7
51103,Virginia,Lancaster,10
51105,Virginia,Lee,8
51107,Virginia,Loudoun,6
51109,Virginia,Louisa,8
51111,Virginia,Lunenburg,11
51113,Virginia,Madison,9
51115,Virginia,Mathews,7
51117,Virginia,Mecklenburg,9
51119,Virginia,Middlesex,11
51121,Virginia,Montgomery,6
51125,Virginia,Nelson,12
51127,Virginia,New Kent,7
51131,Virginia,Northampton,10
51133,Virginia,Northumberland,10
51135,Virginia,Nottoway,9
51137,Virginia,Orange,8
51139,Virginia,Page,9
51141,Virginia,Patrick,8
51143,Virginia,Pittsylvania,9
51145,Virginia,Powhatan,6
51147,Virginia,Prince Edward,8
51149,Virginia,Prince George,6
51153,Virginia,Prince William,10
51155,Virginia,Pulaski,6
51157,Virginia,Rappahannock,10
51159,Virginia,Richmond,10
51161,Virginia,Roanoke,7
51163,Virginia,Rockbridge,7
51165,Virginia,Rockingham,9
51167,Virginia,Russell,8
51169,Virginia,Scott,7
51171,Virginia,Shenandoah,9
51173,Virginia,Smyth,8
51175,Virginia,Southampton,7
51177,Virginia,Spotsylvania,8
51179,Virginia,Stafford,6
51181,Virginia,Surry,7
51183,Virginia,Sussex,8
51185,Virginia,Tazewell,8
51187,Virginia,Warren,9
51191,Virginia,Washington,7
51193,Virginia,Westmoreland,10
51195,Virginia,Wise,8
51197,Virginia,Wythe,7
51199,Virginia,York,6
51510,Virginia,Alexandria City,8
51515,Virginia,Bedford City,
51520,Virginia,Bristol City,8
51530,Virginia,Buena Vista City,7
51540,Virginia,Charlottesville City,8
51550,Virginia,Chesapeake City,7
51570,Virginia,Colonial Heights City,7
51580,Virginia,Covington City,7
51590,Virginia,Danville City,8
51595,Virginia,Emporia City,8
51600,Virginia,Fairfax City,9
51610,Virginia,Falls Church City,4
51620,Virginia,Franklin City,7
51630,Virginia,Fredericksburg City,9
51640,Virginia,Galax City,10
51650,Virginia,Hampton City,6
51660,Virginia,Harrisonburg City,13
51670,Virginia,Hopewell City,7
51678,Virginia,Lexington City,4
51680,Virginia,Lynchburg City,7
51683,Virginia,Manassas City,14
51685,Virginia,Manassas Park City,14
51690,Virginia,Martinsville City,8
51700,Virginia,Newport News City,7
51710,Virginia,Norfolk City,8
51720,Virginia,Norton City,6
51730,Virginia,Petersburg City,8
51735,Virginia,Poquoson City,5
51740,Virginia,Portsmouth City,7
51750,Virginia,Radford City,6
51760,Virginia,Richmond City,9
51770,Virginia,Roanoke City,9
51775,Virginia,Salem City,6
51790,Virginia,Staunton City,7
51800,Virginia,Suffolk City,6
51810,Virginia,Virginia Beach City,7
51820,Virginia,Waynesboro City,9
51830,Virginia,Williamsburg City,8
51840,Virginia,Winchester City,11
53000,Washington,,7
53001,Washington,Adams,13
53003,Washington,Asotin,7
53005,Washington,Benton,8
53007,Washington,Chelan,13
53009,Washington,Clallam,9
53011,Washington,Clark,7
53013,Washington,Columbia,8
53015,Washington,Cowlitz,7
53017,Washington,Douglas,13
53019,Washington,Ferry,9
53021,Washington,Franklin,13
53023,Washington,Garfield,7
53025,Washington,Grant,13
53027,Washington,Grays Harbor,10
53029,Washington,Island,7
53031,Washington,Jefferson,8
53033,Washington,King,6
53035,Washington,Kitsap,7
53037,Washington,Kittitas,8
53039,Washington,Klickitat,10
53041,Washington,Lewis,9
53043,Washington,Lincoln,8
53045,Washington,Mason,10
53047,Washington,Okanogan,16
53049,Washington,Pacific,10
53051,Washington,Pend Oreille,8
53053,Washington,Pierce,7
53055,Washington,San Juan,10
53057,Washington,Skagit,9
53059,Washington,Skamania,7
53061,Washington,Snohomish,7
53063,Washington,Spokane,6
53065,Washington,Stevens,8
53067,Washington,Thurston,7
53069,Washington,Wahkiakum,9
53071,Washington,Walla Walla,9
53073,Washington,Whatcom,8
53075,Washington,Whitman,7
53077,Washington,Yakima,14
54000,West Virginia,,7
54001,West Virginia,Barbour,8
54003,West Virginia,Berkeley,7
54005,West Virginia,Boone,7
54007,West Virginia,Braxton,8
54009,West Virginia,Brooke,6
54011,West Virginia,Cabell,8
54013,West Virginia,Calhoun,8
54015,West Virginia,Clay,7
54017,West Virginia,Doddridge,8
54019,West Virginia,Fayette,8
54021,West Virginia,Gilmer,9
54023,West Virginia,Grant,9
54025,West Virginia,Greenbrier,9
54027,West Virginia,Hampshire,8
54029,West Virginia,Hancock,7
54031,West Virginia,Hardy,8
54033,West Virginia,Harrison,8
54035,West Virginia,Jackson,7
54037,West Virginia,Jefferson,6
54039,West Virginia,Kanawha,8
54041,West Virginia,Lewis,7
54043,West Virginia,Lincoln,7
54045,West Virginia,Logan,8
54047,West Virginia,McDowell,10
54049,West Virginia,Marion,7
54051,West Virginia,Marshall,6
54053,West Virginia,Mason,6
54055,West Virginia,Mercer,8
54057,West Virginia,Mineral,5
54059,West Virginia,Mingo,10
54061,West Virginia,Monongalia,6
54063,West Virginia,Monroe,8
54065,West Virginia,Morgan,8
54067,West Virginia,Nicholas,8
54069,West Virginia,Ohio,7
54071,West Virginia,Pendleton,9
54073,West Virginia,Pleasants,6
54075,West Virginia,Pocahontas,10
54077,West Virginia,Preston,8
54079,West Virginia,Putnam,6
54081,West Virginia,Raleigh,8
54083,West Virginia,Randolph,7
54085,West Virginia,Ritchie,9
54087,West Virginia,Roane,9
54089,West Virginia,Summers,8
54091,West Virginia,Taylor,7
54093,West Virginia,Tucker,9
54095,West Virginia,Tyler,6
54097,West Virginia,Upshur,7
54099,West Virginia,Wayne,8
54101,West Virginia,Webster,7
54103,West Virginia,Wetzel,6
54105,West Virginia,Wirt,7
54107,West Virginia,Wood,8
54109,West Virginia,Wyoming,9
55000,Wisconsin,,6
55001,Wisconsin,Adams,9
55003,Wisconsin,Ashland,7
55005,Wisconsin,Barron,7
55007,Wisconsin,Bayfield,8
55009,Wisconsin,Brown,7
55011,Wisconsin,Buffalo,6
55013,Wisconsin,Burnett,8
55015,Wisconsin,Calumet,4
55017,Wisconsin,Chippewa,6
55019,Wisconsin,Clark,20
55021,Wisconsin,Columbia,6
55023,Wisconsin,Crawford,7
55025,Wisconsin,Dane,5
55027,Wisconsin,Dodge,6
55029,Wisconsin,Door,7
55031,Wisconsin,Douglas,6
55033,Wisconsin,Dunn,6
55035,Wisconsin,Eau Claire,6
55037,Wisconsin,Florence,7
55039,Wisconsin,Fond du Lac,6
55041,Wisconsin,Forest,10
55043,Wisconsin,Grant,9
55045,Wisconsin,Green,6
55047,Wisconsin,Green Lake,9
55049,Wisconsin,Iowa,5
55051,Wisconsin,Iron,6
55053,Wisconsin,Jackson,7
55055,Wisconsin,Jefferson,6
55057,Wisconsin,Juneau,7
55059,Wisconsin,Kenosha,6
55061,Wisconsin,Kewaunee,6
55063,Wisconsin,La Crosse,5
55065,Wisconsin,Lafayette,10
55067,Wisconsin,Langlade,8
55069,Wisconsin,Lincoln,6
55071,Wisconsin,Manitowoc,6
55073,Wisconsin,Marathon,7
55075,Wisconsin,Marinette,7
55077,Wisconsin,Marquette,7
55078,Wisconsin,Menominee,4
55079,Wisconsin,Milwaukee,8
55081,Wisconsin,Monroe,9
55083,Wisconsin,Oconto,6
55085,Wisconsin,Oneida,7
55087,Wisconsin,Outagamie,5
55089,Wisconsin,Ozaukee,4
55091,Wisconsin,Pepin,9
55093,Wisconsin,Pierce,5
55095,Wisconsin,Polk,7
55097,Wisconsin,Portage,6
55099,Wisconsin,Price,7
55101,Wisconsin,Racine,7
55103,Wisconsin,Richland,8
55105,Wisconsin,Rock,7
55107,Wisconsin,Rusk,8
55109,Wisconsin,St. Croix,5
55111,Wisconsin,Sauk,8
55113,Wisconsin,Sawyer,9
55115,Wisconsin,Shawano,8
55117,Wisconsin,Sheboygan,5
55119,Wisconsin,Taylor,8
55121,Wisconsin,Trempealeau,8
55123,Wisconsin,Vernon,12
55125,Wisconsin,Vilas,9
55127,Wisconsin,Walworth,8
55129,Wisconsin,Washburn,8
55131,Wisconsin,Washington,4
55133,Wisconsin,Waukesha,4
55135,Wisconsin,Waupaca,7
55137,Wisconsin,Waushara,9
55139,Wisconsin,Winnebago,6
55141,Wisconsin,Wood,6
56000,Wyoming,,14
56001,Wyoming,Albany,14
56003,Wyoming,Big Horn,19
56005,Wyoming,Campbell,15
56007,Wyoming,Carbon,17
56009,Wyoming,Converse,13
56011,Wyoming,Crook,15
56013,Wyoming,Fremont,18
56015,Wyoming,Goshen,14
56017,Wyoming,Hot Springs,15
56019,Wyoming,Johnson,11
56021,Wyoming,Laramie,12
56023,Wyoming,Lincoln,17
56025,Wyoming,Natrona,13
56027,Wyoming,Niobrara,16
56029,Wyoming,Park,14
56031,Wyoming,Platte,16
56033,Wyoming,Sheridan,13
56035,Wyoming,Sublette,16
56037,Wyoming,Sweetwater,13
56039,Wyoming,Teton,15
56041,Wyoming,Uinta,14
56043,Wyoming,Washakie,15
56045,Wyoming,Weston,15
